title,apple_title,price,apple_price,rating,apple_ratings,apple_reviews,description,discount
"Apple iPhone 16 (White, 128 GB)",Apple iPhone 16 ,"₹79,900","79,900","1,153 Ratings & 29 Reviews","1,153 ",�29 ,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 14 (Blue, 256 GB)",Apple iPhone 14 ,"₹60,999","60,999","3,06,139 Ratings & 11,648 Reviews","3,06,139 ","�11,648 ","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12% off
"Apple iPhone 14 Pro (Silver, 1 TB)",Apple iPhone 14 Pro ,"₹1,69,900","1,69,900","2,188 Ratings & 153 Reviews","2,188 ",�153 ,"1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 13 Pro Max (Gold, 1 TB)",Apple iPhone 13 Pro Max ,"₹1,79,900","1,79,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 14 Plus (Yellow, 256 GB)",Apple iPhone 14 Plus ,"₹70,999","70,999","83,090 Ratings & 4,658 Reviews","83,090 ","�4,658 ","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",11% off
"Apple iPhone 12 Pro (Gold, 256 GB)",Apple iPhone 12 Pro ,"₹1,19,900","1,19,900","1,339 Ratings & 99 Reviews","1,339 ",�99 ,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year",N/A
"Apple iPhone 15 Plus (Yellow, 512 GB)",Apple iPhone 15 Plus ,"₹95,999","95,999","25,237 Ratings & 1,307 Reviews","25,237 ","�1,307 ","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12% off
"Apple iPhone 14 Plus ((PRODUCT)RED, 128 GB)",Apple iPhone 14 Plus ,"₹60,999","60,999","83,090 Ratings & 4,658 Reviews","83,090 ","�4,658 ","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12% off
"Apple iPhone 14 Plus (Purple, 256 GB)",Apple iPhone 14 Plus ,"₹70,999","70,999","83,090 Ratings & 4,658 Reviews","83,090 ","�4,658 ","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",11% off
"Apple iPhone XR ((PRODUCT)RED, 64 GB) (Includes EarPods, Power Adapter)",Apple iPhone XR ,"₹47,900","47,900","1,00,904 Ratings & 8,489 Reviews","1,00,904 ","�8,489 ",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone XR (Black, 64 GB) (Includes EarPods, Power Adapter)",Apple iPhone XR ,"₹47,900","47,900","1,00,904 Ratings & 8,489 Reviews","1,00,904 ","�8,489 ",64 GB ROM15.5 cm (6.102 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone 16 (Black, 128 GB)",Apple iPhone 16 ,"₹79,900","79,900","1,153 Ratings & 29 Reviews","1,153 ",�29 ,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone SE 3rd Gen (Starlight, 128 GB)",Apple iPhone SE 3rd Gen ,"₹52,600","52,600","1,407 Ratings & 138 Reviews","1,407 ",�138 ,"128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA15 Bionic Chip, 6 Core Processor ProcessorBrand Warranty of 1 Year",N/A
"Apple iPhone 14 Pro Max (Gold, 1 TB)",Apple iPhone 14 Pro Max ,"₹1,84,900","1,84,900","2,399 Ratings & 170 Reviews","2,399 ",�170 ,"1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 12 mini (Purple, 64 GB)",Apple iPhone 12 mini ,"₹59,900","59,900","1,30,565 Ratings & 10,202 Reviews","1,30,565 ","�10,202 ",64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIP68 Water ResistanceAll Screen OLED DisplayBrand Warranty for 1 Year,N/A
"Apple iPhone 12 mini (Purple, 256 GB)",Apple iPhone 12 mini ,"₹74,900","74,900","1,30,565 Ratings & 10,202 Reviews","1,30,565 ","�10,202 ",256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIP68 Water ResistanceAll Screen OLED DisplayBrand Warranty for 1 Year,N/A
"Apple iPhone 11 (Yellow, 128 GB)",Apple iPhone 11 ,"₹24,999","24,999","2,05,533 Ratings & 11,431 Reviews","2,05,533 ","�11,431 ",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,48% off
"Apple iPhone 14 Plus (Midnight, 512 GB)",Apple iPhone 14 Plus ,"₹76,999","76,999","83,090 Ratings & 4,658 Reviews","83,090 ","�4,658 ","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",22% off
"Apple iPhone X (Space Gray, 256 GB)",Apple iPhone X ,"₹1,06,900","1,06,900","10,960 Ratings & 862 Reviews","10,960 ",�862 ,"256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",N/A
"Apple iPhone 6s (Silver, 128 GB)",Apple iPhone 6s ,"₹55,999","55,999","92,975 Ratings & 9,180 Reviews","92,975 ","�9,180 ",128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,6% off
"Apple iPhone 12 mini (Green, 64 GB)",Apple iPhone 12 mini ,"₹59,900","59,900","1,30,565 Ratings & 10,202 Reviews","1,30,565 ","�10,202 ","64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",N/A
"Apple iPhone 14 Plus (Yellow, 128 GB)",Apple iPhone 14 Plus ,"₹60,999","60,999","83,090 Ratings & 4,658 Reviews","83,090 ","�4,658 ","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",12% off
"Apple iPhone 15 Pro (Black Titanium, 1 TB)",Apple iPhone 15 Pro ,"₹1,30,999","1,30,999","2,234 Ratings & 109 Reviews","2,234 ",�109 ,"1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",18% off
"Apple iPhone 12 (Green, 256 GB)",Apple iPhone 12 ,"₹64,900","64,900","2,11,525 Ratings & 13,924 Reviews","2,11,525 ","�13,924 ","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",N/A
"Apple iPhone SE (Black, 64 GB)",Apple iPhone SE ,"₹39,900","39,900","1,54,645 Ratings & 12,015 Reviews","1,54,645 ","�12,015 ","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year",N/A
"Apple iPhone XR (Blue, 64 GB) (Includes EarPods, Power Adapter)",Apple iPhone XR ,"₹47,900","47,900","1,00,904 Ratings & 8,489 Reviews","1,00,904 ","�8,489 ",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone XS Max (Gold, 256 GB)",Apple iPhone XS Max ,"₹1,24,900","1,24,900","1,451 Ratings & 146 Reviews","1,451 ",�146 ,256 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories,N/A
"Apple iPhone 11 Pro Max (Silver, 512 GB)",Apple iPhone 11 Pro Max ,"₹1,50,800","1,50,800","1,102 Ratings & 99 Reviews","1,102 ",�99 ,512 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 16 Pro Max (Black Titanium, 1 TB)",Apple iPhone 16 Pro Max ,"₹1,84,900","1,84,900",128 Ratings & 6 Reviews,128 ,�6 ,"1 TB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone XS (Gold, 64 GB)",Apple iPhone XS ,"₹89,900","89,900","11,936 Ratings & 865 Reviews","11,936 ",�865 ,64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories,N/A
"Apple iPhone XS (Silver, 64 GB)",Apple iPhone XS ,"₹89,900","89,900","11,936 Ratings & 865 Reviews","11,936 ",�865 ,64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories,N/A
"Apple iPhone 14 Plus (Starlight, 512 GB)",Apple iPhone 14 Plus ,"₹76,999","76,999","83,090 Ratings & 4,658 Reviews","83,090 ","�4,658 ","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",22% off
"Apple IPhone 4 (Black, 8 GB)",Apple IPhone 4 ,"₹22,900","22,900","1,093 Ratings & 183 Reviews","1,093 ",�183 ,8 GB ROM8.89 cm (3.5 inch) NA Display5MP Rear Camera | 0.3MP Front Camera1 Year Manufacturer Warranty,N/A
"Apple iPhone 15 Pro (Blue Titanium, 1 TB)",Apple iPhone 15 Pro ,"₹1,30,999","1,30,999","2,234 Ratings & 109 Reviews","2,234 ",�109 ,"1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",18% off
"Apple iPhone 6s Plus (Rose Gold, 32 GB)",Apple iPhone 6s Plus ,"₹34,900","34,900","18,799 Ratings & 2,359 Reviews","18,799 ","�2,359 ",32 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone 6 Plus (Silver, 64 GB)",Apple iPhone 6 Plus ,"₹48,999","48,999","1,674 Ratings & 197 Reviews","1,674 ",�197 ,64 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty,31% off
"Apple iPhone 12 mini (White, 256 GB)",Apple iPhone 12 mini ,"₹74,900","74,900","1,30,565 Ratings & 10,202 Reviews","1,30,565 ","�10,202 ","256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",N/A
"Apple iPhone 13 Pro (Sierra Blue, 128 GB)",Apple iPhone 13 Pro ,"₹1,19,900","1,19,900","1,605 Ratings & 127 Reviews","1,605 ",�127 ,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 11 Pro Max (Space Grey, 512 GB)",Apple iPhone 11 Pro Max ,"₹1,50,800","1,50,800","1,102 Ratings & 99 Reviews","1,102 ",�99 ,512 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 6 (Silver, 16 GB)",Apple iPhone 6 ,"₹36,990","36,990","1,45,317 Ratings & 16,120 Reviews","1,45,317 ","�16,120 ",16 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty,28% off
"Apple iPhone 13 Pro (Gold, 256 GB)",Apple iPhone 13 Pro ,"₹1,29,900","1,29,900","1,605 Ratings & 127 Reviews","1,605 ",�127 ,256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 14 (Yellow, 128 GB)",Apple iPhone 14 ,"₹50,999","50,999","3,06,139 Ratings & 11,648 Reviews","3,06,139 ","�11,648 ","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",14% off
"Apple iPhone 13 Pro Max (Alpine Green, 512 GB)",Apple iPhone 13 Pro Max ,"₹1,59,900","1,59,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 12 (White, 256 GB)",Apple iPhone 12 ,"₹64,900","64,900","2,11,525 Ratings & 13,924 Reviews","2,11,525 ","�13,924 ","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",N/A
"Apple iPhone 16 (Teal, 128 GB)",Apple iPhone 16 ,"₹79,900","79,900","1,132 Ratings & 29 Reviews","1,132 ",�29 ,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 12 (Black, 128 GB)",Apple iPhone 12 ,"₹54,900","54,900","2,11,525 Ratings & 13,924 Reviews","2,11,525 ","�13,924 ","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",N/A
"Apple iPhone 13 (Pink, 256 GB)",Apple iPhone 13 ,"₹59,900","59,900","2,85,380 Ratings & 13,737 Reviews","2,85,380 ","�13,737 ",256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone XS (Space Grey, 256 GB)",Apple iPhone XS ,"₹1,03,900","1,03,900","11,936 Ratings & 865 Reviews","11,936 ",�865 ,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories,N/A
"Apple iPhone 12 Pro Max (Pacific Blue, 128 GB)",Apple iPhone 12 Pro Max ,"₹1,19,900","1,19,900","1,272 Ratings & 101 Reviews","1,272 ",�101 ,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year",N/A
"Apple iPhone 12 Pro (Graphite, 256 GB)",Apple iPhone 12 Pro ,"₹1,19,900","1,19,900","1,339 Ratings & 99 Reviews","1,339 ",�99 ,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year",N/A
"Apple iPhone 14 Pro Max (Silver, 256 GB)",Apple iPhone 14 Pro Max ,"₹1,44,900","1,44,900","2,399 Ratings & 170 Reviews","2,399 ",�170 ,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone SE 3rd Gen (Starlight, 64 GB)",Apple iPhone SE 3rd Gen ,"₹47,600","47,600","1,407 Ratings & 138 Reviews","1,407 ",�138 ,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA15 Bionic Chip, 6 Core Processor ProcessorBrand Warranty of 1 Year",N/A
"Apple iPhone 12 mini (Green, 256 GB)",Apple iPhone 12 mini ,"₹74,900","74,900","1,30,565 Ratings & 10,202 Reviews","1,30,565 ","�10,202 ","256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",N/A
"Apple iPhone 14 Pro (Space Black, 512 GB)",Apple iPhone 14 Pro ,"₹1,49,900","1,49,900","2,188 Ratings & 153 Reviews","2,188 ",�153 ,"512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 12 mini (Purple, 128 GB)",Apple iPhone 12 mini ,"₹64,900","64,900","1,30,565 Ratings & 10,202 Reviews","1,30,565 ","�10,202 ",128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIP68 Water ResistanceAll Screen OLED DisplayBrand Warranty for 1 Year,N/A
"Apple iPhone 15 Pro (Natural Titanium, 1 TB)",Apple iPhone 15 Pro ,"₹1,30,999","1,30,999","2,234 Ratings & 109 Reviews","2,234 ",�109 ,"1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",18% off
"Apple iPhone 12 Pro (Graphite, 128 GB)",Apple iPhone 12 Pro ,"₹1,09,900","1,09,900","1,339 Ratings & 99 Reviews","1,339 ",�99 ,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year",N/A
"Apple iPhone SE (Black, 128 GB)",Apple iPhone SE ,"₹44,900","44,900","1,54,645 Ratings & 12,015 Reviews","1,54,645 ","�12,015 ","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year",N/A
"Apple iPhone 14 Plus ((PRODUCT)RED, 256 GB)",Apple iPhone 14 Plus ,"₹70,999","70,999","83,090 Ratings & 4,658 Reviews","83,090 ","�4,658 ","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",11% off
"Apple iPhone 14 Pro Max (Gold, 128 GB)",Apple iPhone 14 Pro Max ,"₹1,34,900","1,34,900","2,399 Ratings & 170 Reviews","2,399 ",�170 ,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone XR (White, 128 GB)",Apple iPhone XR ,"₹52,900","52,900","1,00,904 Ratings & 8,489 Reviews","1,00,904 ","�8,489 ","128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year",N/A
"Apple iPhone 14 Pro Max (Deep Purple, 256 GB)",Apple iPhone 14 Pro Max ,"₹1,44,900","1,44,900","2,399 Ratings & 170 Reviews","2,399 ",�170 ,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone XS Max (Space Grey, 64 GB)",Apple iPhone XS Max ,"₹1,09,900","1,09,900","1,451 Ratings & 146 Reviews","1,451 ",�146 ,64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories,N/A
"Apple iPhone 13 Pro Max (Alpine Green, 128 GB)",Apple iPhone 13 Pro Max ,"₹1,29,900","1,29,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 5s (Gold, 16 GB)",Apple iPhone 5s ,"₹35,000","35,000","62,698 Ratings & 7,294 Reviews","62,698 ","�7,294 ",16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year for Mobile & Accessories,N/A
"Apple iPhone 12 (Red, 256 GB)",Apple iPhone 12 ,"₹64,900","64,900","2,11,525 Ratings & 13,924 Reviews","2,11,525 ","�13,924 ","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",N/A
"Apple iPhone 15 Pro Max (Natural Titanium, 256 GB)",Apple iPhone 15 Pro Max ,"₹1,25,999","1,25,999","1,841 Ratings & 111 Reviews","1,841 ",�111 ,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",6% off
"Apple iPhone X (Silver, 64 GB)",Apple iPhone X ,"₹91,900","91,900","10,960 Ratings & 862 Reviews","10,960 ",�862 ,"64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year",N/A
"Apple iPhone 11 (Purple, 128 GB)",Apple iPhone 11 ,"₹24,999","24,999","2,05,533 Ratings & 11,431 Reviews","2,05,533 ","�11,431 ",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,48% off
"Apple iPhone 12 (Purple, 128 GB)",Apple iPhone 12 ,"₹54,900","54,900","2,11,525 Ratings & 13,924 Reviews","2,11,525 ","�13,924 ","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",N/A
